Day,b_n,b_p
2018-07-25,1.0,1.0
2018-07-26,0.992412533370802,1.007587466629198
2018-07-27,0.985949135871856,1.014050864128144
2018-07-28,0.9777996346775326,1.0222003653224674
2018-07-29,0.969931150765772,1.030068849234228
2018-07-30,0.9640297878319516,1.0359702121680483
2018-07-31,0.9592524940283826,1.0407475059716174
2018-08-01,0.9561613039201909,1.0438386960798092
2018-08-02,0.953351131094562,1.046648868905438
2018-08-03,0.9612196150063228,1.0387803849936772
2018-08-04,0.9657158915273288,1.0342841084726713
2018-08-05,0.974708444569341,1.025291555430659
2018-08-06,0.9828579457636644,1.0171420542363356
2018-08-07,0.9929745679359279,1.0070254320640721
2018-08-08,1.0030911901081916,0.9969088098918084
2018-08-09,1.013488829563018,0.986511170436982
2018-08-10,1.0222003653224672,0.9777996346775328
2018-08-11,1.0325980047772938,0.9674019952227062
2018-08-12,1.0432766615146831,0.956723338485317
2018-08-13,1.055079387382324,0.9449206126176759
2018-08-14,1.0694112687930306,0.9305887312069693
2018-08-15,1.0800899255304202,0.9199100744695798
2018-08-16,1.091611634115498,0.908388365884502
2018-08-17,1.101166221722636,0.8988337782773641
2018-08-18,1.112125895742588,0.887874104257412
2018-08-19,1.1160601376984685,0.8839398623015315
2018-08-20,1.1211184487846002,0.8788815512153998
2018-08-21,1.1270198117184207,0.8729801882815793
2018-08-22,1.1323591400871154,0.8676408599128846
2018-08-23,1.1385415203034988,0.8614584796965012
2018-08-24,1.1421947449768162,0.8578052550231838
2018-08-25,1.1447239005198817,0.8552760994801182
2018-08-26,1.1497822116060137,0.8502177883939863
2018-08-27,1.153435436279331,0.8465645637206689
2018-08-28,1.1570886609526485,0.8429113390473514
2018-08-29,1.163271041169032,0.8367289588309681
2018-08-30,1.165519179429535,0.834480820570465
2018-08-31,1.168048334972601,0.831951665027399
2018-09-01,1.169734438667978,0.830265561332022
2018-09-02,1.1717015596459182,0.8282984403540818
2018-09-03,1.1728256287761698,0.8271743712238302
2018-09-04,1.1708585077982296,0.8291414922017705
2018-09-05,1.172263594211044,0.827736405788956
2018-09-06,1.1728256287761698,0.8271743712238302
2018-09-07,1.1787269917099903,0.8212730082900097
2018-09-08,1.1806941126879302,0.8193058873120698
2018-09-09,1.1837853027961218,0.8162146972038781
2018-09-10,1.1871575101868763,0.8128424898131236
2018-09-11,1.1933398904032597,0.8066601095967403
2018-09-12,1.2009273570324575,0.7990726429675427
2018-09-13,1.2026134607278347,0.7973865392721653
2018-09-14,1.2079527890965294,0.7920472109034706
2018-09-15,1.2118870310524097,0.7881129689475903
2018-09-16,1.2152592384431642,0.7847407615568358
2018-09-17,1.2191934803990443,0.7808065196009556
2018-09-18,1.2200365322467333,0.7799634677532669
2018-09-19,1.2175073767036673,0.7824926232963327
2018-09-20,1.216102290290853,0.7838977097091472
2018-09-21,1.2127300829000984,0.7872699170999017
2018-09-22,1.2076717718139667,0.7923282281860333
2018-09-23,1.204299564423212,0.795700435576788
2018-09-24,1.1983982014893917,0.8016017985106083
2018-09-25,1.1944639595335114,0.8055360404664886
2018-09-26,1.1916537867078827,0.8083462132921173
2018-09-27,1.1888436138822538,0.8111563861177462
2018-09-28,1.1865954756217507,0.8134045243782493
2018-09-29,1.1865954756217507,0.8134045243782493
2018-09-30,1.1849093719263735,0.8150906280736265
2018-10-01,1.1798510608402415,0.8201489391597584
2018-10-02,1.17479274975411,0.82520725024589
2018-10-03,1.1691724041028524,0.8308275958971476
2018-10-04,1.1669242658423493,0.8330757341576508
2018-10-05,1.1615849374736547,0.8384150625263453
2018-10-06,1.1576506955177743,0.8423493044822258
2018-10-07,1.153997470844457,0.8460025291555431
2018-10-08,1.1528734017142055,0.8471265982857945
2018-10-09,1.1517493325839538,0.8482506674160462
2018-10-10,1.1514683153013912,0.848531684698609
2018-10-11,1.1548405226921457,0.8451594773078543
2018-10-12,1.160460868343403,0.839539131656597
2018-10-13,1.1666432485597864,0.8333567514402136
2018-10-14,1.1711395250807923,0.8288604749192076
2018-10-15,1.1750737670366729,0.8249262329633271
2018-10-16,1.179008008992553,0.820991991007447
2018-10-17,1.1835042855135591,0.816495714486441
2018-10-18,1.1865954756217507,0.8134045243782493
2018-10-19,1.188000562034565,0.811999437965435
2018-10-20,1.1913727694253196,0.8086272305746804
2018-10-21,1.1936209076858226,0.8063790923141774
2018-10-22,1.1941829422509485,0.8058170577490517
2018-10-23,1.1964310805114513,0.8035689194885486
2018-10-24,1.200084305184769,0.7999156948152312
2018-10-25,1.204018547140649,0.795981452859351
2018-10-26,1.2076717718139667,0.7923282281860333
2018-10-27,1.2107629619221583,0.7892370380778417
2018-10-28,1.2141351693129128,0.7858648306870872
2018-10-29,1.2166643248559785,0.7833356751440215
2018-10-30,1.2208795840944218,0.7791204159055782
2018-10-31,1.2242517914851765,0.7757482085148235
2018-11-01,1.2298721371364338,0.7701278628635662
2018-11-02,1.2349304482225658,0.7650695517774342
2018-11-03,1.2397077420261347,0.7602922579738653
2018-11-04,1.241393845721512,0.7586061542784881
2018-11-05,1.2447660531122664,0.7552339468877336
2018-11-06,1.248138260503021,0.7518617394969791
2018-11-07,1.2495433469158352,0.7504566530841648
2018-11-08,1.2487002950681467,0.7512997049318533
2018-11-09,1.2464521568076437,0.7535478431923563
2018-11-10,1.2427989321343262,0.7572010678656738
2018-11-11,1.2377406210481945,0.7622593789518055
2018-11-12,1.231839258114374,0.768160741885626
2018-11-13,1.2225656877897988,0.7774343122102011
2018-11-14,1.2158212730082898,0.7841787269917101
