Day,I_p,I_n
2018-11-09,-0.5203878038499368,0.5203878038499368
2018-11-10,-0.5167345791766195,0.5167345791766195
2018-11-11,-0.5116762680904876,0.5116762680904876
2018-11-12,-0.5057749051566672,0.5057749051566672
2018-11-13,-0.49650133483209213,0.49650133483209213
2018-11-14,-0.48975692005058313,0.48975692005058313
2018-11-15,-0.4889138682028945,0.4889138682028945
2018-11-16,-0.4889138682028945,0.4889138682028945
2018-11-17,-0.48750878179008006,0.48750878179008006
2018-11-18,-0.4861036953772657,0.4861036953772657
2018-11-19,-0.48329352255163704,0.48329352255163704
2018-11-20,-0.4824504707039483,0.4824504707039483
2018-11-21,-0.48413657439932567,0.48413657439932567
2018-11-22,-0.4846986089644514,0.4846986089644514
2018-11-23,-0.48638471265982863,0.48638471265982863
2018-11-24,-0.4880708163552059,0.4880708163552059
2018-11-25,-0.49088098918083467,0.49088098918083467
2018-11-26,-0.49284811015877483,0.49284811015877483
2018-11-27,-0.49734438667978087,0.49734438667978087
2018-11-28,-0.5007165940705354,0.5007165940705354
2018-11-29,-0.5009976113530983,0.5009976113530983
2018-11-30,-0.501559645918224,0.501559645918224
2018-12-01,-0.5029647323310384,0.5029647323310384
2018-12-02,-0.5040888014612899,0.5040888014612899
2018-12-03,-0.5054938878741043,0.5054938878741043
2018-12-04,-0.5074610088520444,0.5074610088520444
2018-12-05,-0.5071799915694815,0.5071799915694815
2018-12-06,-0.5088660952648589,0.5088660952648589
2018-12-07,-0.5111142335253618,0.5111142335253618
2018-12-08,-0.5142054236335535,0.5142054236335535
2018-12-09,-0.5150484754812421,0.5150484754812421
2018-12-10,-0.5156105100463679,0.5156105100463679
2018-12-11,-0.5164535618940566,0.5164535618940566
2018-12-12,-0.517858648306871,0.517858648306871
2018-12-13,-0.5212308556976254,0.5212308556976254
2018-12-14,-0.5231979766755656,0.5231979766755656
2018-12-15,-0.5240410285232542,0.5240410285232542
2018-12-16,-0.5251650976535057,0.5251650976535057
2018-12-17,-0.5254461149360686,0.5254461149360686
2018-12-18,-0.5226359421104398,0.5226359421104398
2018-12-19,-0.5209498384150626,0.5209498384150626
2018-12-20,-0.5184206828719967,0.5184206828719967
2018-12-21,-0.5125193199381762,0.5125193199381762
2018-12-22,-0.5102711816776733,0.5102711816776733
2018-12-23,-0.5080230434171702,0.5080230434171702
2018-12-24,-0.5077420261346074,0.5077420261346074
2018-12-25,-0.506336939721793,0.506336939721793
2018-12-26,-0.50605592243923,0.50605592243923
2018-12-27,-0.5038077841787271,0.5038077841787271
2018-12-28,-0.5046508360264157,0.5046508360264157
2018-12-29,-0.5046508360264157,0.5046508360264157
2018-12-30,-0.5068989742869188,0.5068989742869188
2018-12-31,-0.5094281298299845,0.5094281298299845
2019-01-01,-0.5133623717858649,0.5133623717858649
2019-01-02,-0.5170155964591823,0.5170155964591823
2019-01-03,-0.5181396655894337,0.5181396655894337
2019-01-04,-0.5150484754812421,0.5150484754812421
2019-01-05,-0.5167345791766195,0.5167345791766195
2019-01-06,-0.5198257692848112,0.5198257692848112
2019-01-07,-0.5192637347196853,0.5192637347196853
2019-01-08,-0.517858648306871,0.517858648306871
2019-01-09,-0.5158915273289308,0.5158915273289308
2019-01-10,-0.5147674581986793,0.5147674581986793
2019-01-11,-0.5195447520022483,0.5195447520022483
2019-01-12,-0.5215118729801883,0.5215118729801883
2019-01-13,-0.5260081495011943,0.5260081495011943
2019-01-14,-0.5310664605873261,0.5310664605873261
2019-01-15,-0.5316284951524519,0.5316284951524519
2019-01-16,-0.5321905297175776,0.5321905297175776
2019-01-17,-0.5330335815652663,0.5330335815652663
2019-01-18,-0.5327525642827033,0.5327525642827033
2019-01-19,-0.529380356891949,0.529380356891949
2019-01-20,-0.5231979766755656,0.5231979766755656
2019-01-21,-0.5189827174371224,0.5189827174371224
2019-01-22,-0.5164535618940566,0.5164535618940566
2019-01-23,-0.5128003372207391,0.5128003372207391
2019-01-24,-0.5091471125474216,0.5091471125474216
2019-01-25,-0.5057749051566672,0.5057749051566672
2019-01-26,-0.501559645918224,0.501559645918224
2019-01-27,-0.49734438667978087,0.49734438667978087
2019-01-28,-0.49341014472390055,0.49341014472390055
2019-01-29,-0.49341014472390055,0.49341014472390055
2019-01-30,-0.494815231136715,0.494815231136715
2019-01-31,-0.49678235211465505,0.49678235211465505
2019-02-01,-0.49678235211465505,0.49678235211465505
2019-02-02,-0.49762540396234367,0.49762540396234367
2019-02-03,-0.5004355767879725,0.5004355767879725
2019-02-04,-0.5021216804833497,0.5021216804833497
2019-02-05,-0.50605592243923,0.50605592243923
2019-02-06,-0.5116762680904876,0.5116762680904876
2019-02-07,-0.515329492763805,0.515329492763805
2019-02-08,-0.5139244063509907,0.5139244063509907
2019-02-09,-0.5102711816776733,0.5102711816776733
2019-02-10,-0.5091471125474216,0.5091471125474216
2019-02-11,-0.506336939721793,0.506336939721793
2019-02-12,-0.5071799915694815,0.5071799915694815
2019-02-13,-0.5054938878741043,0.5054938878741043
2019-02-14,-0.5038077841787271,0.5038077841787271
2019-02-15,-0.5052128705915415,0.5052128705915415
2019-02-16,-0.5074610088520444,0.5074610088520444
2019-02-17,-0.5099901643951104,0.5099901643951104
2019-02-18,-0.5068989742869188,0.5068989742869188
2019-02-19,-0.5038077841787271,0.5038077841787271
2019-02-20,-0.5018406632007869,0.5018406632007869
2019-02-21,-0.5009976113530983,0.5009976113530983
2019-02-22,-0.49762540396234367,0.49762540396234367
2019-02-23,-0.48778979907264297,0.48778979907264297
2019-02-24,-0.47486300407475057,0.47486300407475057
2019-02-25,-0.4683996065758045,0.4683996065758045
2019-02-26,-0.46446536461992416,0.46446536461992416
2019-02-27,-0.46137417451173257,0.46137417451173257
2019-02-28,-0.4563158634256007,0.4563158634256007
2019-03-01,-0.4487283967964031,0.4487283967964031
2019-03-02,-0.44114093016720535,0.44114093016720535
2019-03-03,-0.4321483771251933,0.4321483771251933
2019-03-04,-0.4262470141913728,0.4262470141913728
2019-03-05,-0.41894056484473796,0.41894056484473796
2019-03-06,-0.41191513278066605,0.41191513278066605
2019-03-07,-0.39926935506533656,0.39926935506533656
2019-03-08,-0.3880286637628214,0.3880286637628214
2019-03-09,-0.377631024307995,0.377631024307995
2019-03-10,-0.3675144021357314,0.3675144021357314
2019-03-11,-0.3554306589855276,0.3554306589855276
2019-03-12,-0.3439089504004498,0.3439089504004498
2019-03-13,-0.33351131094562314,0.33351131094562314
2019-03-14,-0.3214275677954195,0.3214275677954195
2019-03-15,-0.31131094562315587,0.31131094562315587
2019-03-16,-0.299789237038078,0.299789237038078
2019-03-17,-0.2865814247576225,0.2865814247576225
2019-03-18,-0.27393564704229323,0.27393564704229323
2019-03-19,-0.26213292117465226,0.26213292117465226
2019-03-20,-0.25201629900238876,0.25201629900238876
2019-03-21,-0.23880848672193342,0.23880848672193342
2019-03-22,-0.22700576085429244,0.22700576085429244
2019-03-23,-0.21688913868202894,0.21688913868202894
2019-03-24,-0.20733455107489104,0.20733455107489104
2019-03-25,-0.19749894618519034,0.19749894618519034
2019-03-26,-0.18906842770830387,0.18906842770830387
2019-03-27,-0.18148096107910636,0.18148096107910636
2019-03-28,-0.17417451173247153,0.17417451173247153
2019-03-29,-0.16602501053814797,0.16602501053814797
2019-03-30,-0.15759449206126183,0.15759449206126183
2019-03-31,-0.15169312912744123,0.15169312912744123
2019-04-01,-0.14213854152030359,0.14213854152030359
2019-04-02,-0.13398904032597997,0.13398904032597997
2019-04-03,-0.12106224532808779,0.12106224532808779
2019-04-04,-0.11319376141632709,0.11319376141632709
2019-04-05,-0.10392019109175199,0.10392019109175199
2019-04-06,-0.09380356891948838,0.09380356891948838
2019-04-07,-0.08031473935647038,0.08031473935647038
2019-04-08,-0.06879303077139237,0.06879303077139237
2019-04-09,-0.057271322186314366,0.057271322186314366
2019-04-10,-0.04715470001405089,0.04715470001405089
2019-04-11,-0.03563299142897278,0.03563299142897278
2019-04-12,-0.032260784038218276,0.032260784038218276
2019-04-13,-0.024111282843894882,0.024111282843894882
2019-04-14,-0.023268230996206285,0.023268230996206285
2019-04-15,-0.01652381621469709,0.01652381621469709
2019-04-16,-0.011184487846002483,0.011184487846002483
2019-04-17,-0.005002107629619196,0.005002107629619196
2019-04-18,0.0,0.0
2019-04-19,0.0,0.0
2019-04-20,0.0,0.0
2019-04-21,0.0,0.0
2019-04-22,0.0,0.0
2019-04-23,0.0,0.0
2019-04-24,0.0,0.0
2019-04-25,0.0,0.0
2019-04-26,0.0,0.0
2019-04-27,0.0,0.0
2019-04-28,0.0,0.0
2019-04-29,0.0,0.0
2019-04-30,0.0,0.0
2019-05-01,0.0,0.0
2019-05-02,0.0,0.0
2019-05-03,0.0,0.0
2019-05-04,0.0,0.0
2019-05-05,0.0,0.0
2019-05-06,0.0,0.0
2019-05-07,0.0,0.0
2019-05-08,0.0,0.0
2019-05-09,0.0,0.0
2019-05-10,0.0,0.0
2019-05-11,0.0,0.0
2019-05-12,0.007165940705353396,-0.007165940705353396
2019-05-13,0.0229029085288745,-0.0229029085288745
2019-05-14,0.03948292820008428,-0.03948292820008428
2019-05-15,0.05353379232822811,-0.05353379232822811
2019-05-16,0.06870872558662358,-0.06870872558662358
2019-05-17,0.0830406069973301,-0.0830406069973301
2019-05-18,0.09681045384291129,-0.09681045384291129
2019-05-19,0.1060840241674863,-0.1060840241674863
2019-05-20,0.11479555992693538,-0.11479555992693538
2019-05-21,0.12266404383869609,-0.12266404383869609
2019-05-22,0.1291274413376422,-0.1291274413376422
2019-05-23,0.1367149079668399,-0.1367149079668399
2019-05-24,0.1412111844878458,-0.1412111844878458
2019-05-25,0.1471125474216663,-0.1471125474216663
2019-05-26,0.1538569622031755,-0.1538569622031755
2019-05-27,0.16144442883237306,-0.16144442883237306
2019-05-28,0.170717999156948,-0.170717999156948
2019-05-29,0.17296613741745112,-0.17296613741745112
2019-05-30,0.1752142756779542,-0.1752142756779542
2019-05-31,0.17577631024308002,-0.17577631024308002
2019-06-01,0.17661936209076853,-0.17661936209076853
2019-06-02,0.1771813966558943,-0.1771813966558943
2019-06-03,0.17802444850358287,-0.17802444850358287
2019-06-04,0.17043698187438514,-0.17043698187438514
2019-06-05,0.16481663622312778,-0.16481663622312778
2019-06-06,0.1631305325277503,-0.1631305325277503
2019-06-07,0.15975832513699603,-0.15975832513699603
2019-06-08,0.16622172263594212,-0.16622172263594212
2019-06-09,0.1718420682871997,-0.1718420682871997
2019-06-10,0.17324715470001403,-0.17324715470001403
2019-06-11,0.17802444850358287,-0.17802444850358287
2019-06-12,0.18476886328509187,-0.18476886328509187
2019-06-13,0.19263734719685252,-0.19263734719685252
2019-06-14,0.19966277926092443,-0.19966277926092443
2019-06-15,0.20500210762961932,-0.20500210762961932
2019-06-16,0.21230855697625392,-0.21230855697625392
2019-06-17,0.22045805817057748,-0.22045805817057748
2019-06-18,0.22832654208233813,-0.22832654208233813
2019-06-19,0.23563299142897273,-0.23563299142897273
2019-06-20,0.2426584234930446,-0.2426584234930446
2019-06-21,0.25108894196993115,-0.25108894196993115
2019-06-22,0.25895742588169157,-0.25895742588169157
2019-06-23,0.26710692707601513,-0.26710692707601513
2019-06-24,0.27441337642264996,-0.27441337642264996
2019-06-25,0.2825628776169735,-0.2825628776169735
2019-06-26,0.29352255163692575,-0.29352255163692575
2019-06-27,0.30363917380918926,-0.30363917380918926
2019-06-28,0.3056062947871294,-0.3056062947871294
2019-06-29,0.3089785021778839,-0.3089785021778839
2019-06-30,0.3151608823942671,-0.3151608823942671
2019-07-01,0.31937614163271055,-0.31937614163271055
2019-07-02,0.324715470001405,-0.324715470001405
2019-07-03,0.33398904032598,-0.33398904032598
2019-07-04,0.34326261065055497,-0.34326261065055497
2019-07-05,0.3497260081495013,-0.3497260081495013
2019-07-06,0.3561894056484476,-0.3561894056484476
2019-07-07,0.3609666994520164,-0.3609666994520164
2019-07-08,0.36574399325558504,-0.36574399325558504
2019-07-09,0.3736124771673457,-0.3736124771673457
2019-07-10,0.3795138401011662,-0.3795138401011662
2019-07-11,0.380075874666292,-0.380075874666292
2019-07-12,0.3693972179289027,-0.3693972179289027
2019-07-13,0.3705212870591541,-0.3705212870591541
2019-07-14,0.3710833216242799,-0.3710833216242799
2019-07-15,0.3573134747786988,-0.3573134747786988
2019-07-16,0.3474778698889982,-0.3474778698889982
2019-07-17,0.3345510748911058,-0.3345510748911058
2019-07-18,0.3278066601095968,-0.3278066601095968
2019-07-19,0.322186314458339,-0.322186314458339
2019-07-20,0.31347477869889007,-0.31347477869889007
2019-07-21,0.31347477869889007,-0.31347477869889007
2019-07-22,0.30785443304763227,-0.30785443304763227
2019-07-23,0.3047632429394407,-0.3047632429394407
2019-07-24,0.29352255163692575,-0.29352255163692575
2019-07-25,0.2912744133764227,-0.2912744133764227
2019-07-26,0.28087677392159605,-0.28087677392159605
2019-07-27,0.2760994801180272,-0.2760994801180272
2019-07-28,0.2634537024026977,-0.2634537024026977
2019-07-29,0.25136995925249406,-0.25136995925249406
2019-07-30,0.24012926794997888,-0.24012926794997888
2019-07-31,0.2316987494730924,-0.2316987494730924
2019-08-01,0.22860755936490082,-0.22860755936490082
2019-08-02,0.2274834902346494,-0.2274834902346494
2019-08-03,0.22832654208233813,-0.22832654208233813
2019-08-04,0.2342279050161584,-0.2342279050161584
2019-08-05,0.2404102852325418,-0.2404102852325418
2019-08-06,0.24771673457917662,-0.24771673457917662
2019-08-07,0.24855978642686513,-0.24855978642686513
2019-08-08,0.2538991147955598,-0.2538991147955598
2019-08-09,0.2564282703386258,-0.2564282703386258
2019-08-10,0.25895742588169157,-0.25895742588169157
2019-08-11,0.2538991147955598,-0.2538991147955598
2019-08-12,0.248840803709428,-0.248840803709428
2019-08-13,0.2426584234930446,-0.2426584234930446
2019-08-14,0.2297316284951522,-0.2297316284951522
2019-08-15,0.2139946606716314,-0.2139946606716314
2019-08-16,0.20500210762961932,-0.20500210762961932
2019-08-17,0.19123226078403818,-0.19123226078403818
2019-08-18,0.1752142756779542,-0.1752142756779542
2019-08-19,0.1622874806800618,-0.1622874806800618
2019-08-20,0.15217085850779807,-0.15217085850779807
2019-08-21,0.1333427005760854,-0.1333427005760854
2019-08-22,0.1128284389489953,-0.1128284389489953
2019-08-23,0.1004636785162287,-0.1004636785162287
2019-08-24,0.090347056343965,-0.090347056343965
2019-08-25,0.0813545033019529,-0.0813545033019529
2019-08-26,0.0740480539553181,-0.0740480539553181
2019-08-27,0.0628073626528031,-0.0628073626528031
2019-08-28,0.05128565406772509,-0.05128565406772509
2019-08-29,0.03779682450470709,-0.03779682450470709
2019-08-30,0.025151046789377407,-0.025151046789377407
2019-08-31,0.0125052690740481,-0.0125052690740481
2019-09-01,0.001264577771532896,-0.001264577771532896
2019-09-02,0.0,0.0
2019-09-03,0.0,0.0
2019-09-04,0.0,0.0
2019-09-05,0.0,0.0
2019-09-06,0.0,0.0
2019-09-07,0.0,0.0
2019-09-08,0.0,0.0
2019-09-09,0.0,0.0
2019-09-10,0.0,0.0
2019-09-11,0.0,0.0
2019-09-12,0.0,0.0
2019-09-13,0.0,0.0
2019-09-14,0.0,0.0
2019-09-15,0.0,0.0
2019-09-16,0.0,0.0
2019-09-17,0.0,0.0
2019-09-18,0.0,0.0
2019-09-19,0.0,0.0
2019-09-20,0.0,0.0
2019-09-21,0.0,0.0
2019-09-22,0.0,0.0
2019-09-23,0.0,0.0
2019-09-24,0.0,0.0
2019-09-25,0.0,0.0
2019-09-26,0.0,0.0
2019-09-27,0.0,0.0
2019-09-28,-0.0041590557819305984,0.0041590557819305984
2019-09-29,-0.01849093719263728,0.01849093719263728
2019-09-30,-0.034227905016158494,0.034227905016158494
2019-10-01,-0.04715470001405089,0.04715470001405089
2019-10-02,-0.058676408599128704,0.058676408599128704
2019-10-03,-0.0727272727272727,0.0727272727272727
2019-10-04,-0.09099339609385987,0.09099339609385987
2019-10-05,-0.10813545033019539,0.10813545033019539
2019-10-06,-0.11656596880708159,0.11656596880708159
2019-10-07,-0.1297737810875368,0.1297737810875368
2019-10-08,-0.14073345510748908,0.14073345510748908
2019-10-09,-0.14860193901924967,0.14860193901924967
2019-10-10,-0.15478431923563304,0.15478431923563304
2019-10-11,-0.16602501053814797,0.16602501053814797
2019-10-12,-0.17670366727553752,0.17670366727553752
2019-10-13,-0.18485316846986075,0.18485316846986075
2019-10-14,-0.19468877335956156,0.19468877335956156
2019-10-15,-0.20255725727132232,0.20255725727132232
2019-10-16,-0.21211184487846,0.21211184487846
2019-10-17,-0.2244766053112268,0.2244766053112268
2019-10-18,-0.23656034846143034,0.23656034846143034
2019-10-19,-0.24246171139525072,0.24246171139525072
2019-10-20,-0.2413376422649993,0.2413376422649993
2019-10-21,-0.24920612617675983,0.24920612617675983
2019-10-22,-0.25538850639314314,0.25538850639314314
2019-10-23,-0.2506112125895744,0.2506112125895744
2019-10-24,-0.25454545454545474,0.25454545454545474
2019-10-25,-0.25314036813264007,0.25314036813264007
2019-10-26,-0.24948714345932263,0.24948714345932263
2019-10-27,-0.24723900519881956,0.24723900519881956
2019-10-28,-0.24218069411268792,0.24218069411268792
2019-10-29,-0.23880848672193342,0.23880848672193342
2019-10-30,-0.23571729661374183,0.23571729661374183
2019-10-31,-0.23290712378811304,0.23290712378811304
2019-11-01,-0.2247576225937896,0.2247576225937896
2019-11-02,-0.2222284670507236,0.2222284670507236
2019-11-03,-0.21323591400871153,0.21323591400871153
2019-11-04,-0.21267387944358582,0.21267387944358582
2019-11-05,-0.20199522270619627,0.20199522270619627
2019-11-06,-0.1924406350990587,0.1924406350990587
2019-11-07,-0.18344808205704663,0.18344808205704663
2019-11-08,-0.18035689194885493,0.18035689194885493
2019-11-09,-0.1856962203175496,0.1856962203175496
2019-11-10,-0.19187860053393277,0.19187860053393277
2019-11-11,-0.19777996346775314,0.19777996346775314
2019-11-12,-0.20424336096669934,0.20424336096669934
2019-11-13,-0.2115498103133344,0.2115498103133344
2019-11-14,-0.2185752423774063,0.2185752423774063
2019-11-15,-0.22054236335534635,0.22054236335534635
2019-11-16,-0.22616270900660393,0.22616270900660393
2019-11-17,-0.23234508922298722,0.23234508922298722
2019-11-18,-0.2382464521568076,0.2382464521568076
2019-11-19,-0.24189967683012512,0.24189967683012512
2019-11-20,-0.24639595335113104,0.24639595335113104
2019-11-21,-0.2506112125895744,0.2506112125895744
2019-11-22,-0.2480820570465084,0.2480820570465084
2019-11-23,-0.2452718842208795,0.2452718842208795
2019-11-24,-0.2480820570465084,0.2480820570465084
2019-11-25,-0.24892510889419703,0.24892510889419703
2019-11-26,-0.24695798791625675,0.24695798791625675
2019-11-27,-0.24976816074188554,0.24976816074188554
2019-11-28,-0.25173528171982584,0.25173528171982584
2019-11-29,-0.24611493606856824,0.24611493606856824
2019-11-30,-0.23684136574399325,0.23684136574399325
2019-12-01,-0.23908950400449633,0.23908950400449633
2019-12-02,-0.24218069411268792,0.24218069411268792
2019-12-03,-0.24358578052550237,0.24358578052550237
2019-12-04,-0.2483630743290712,0.2483630743290712
2019-12-05,-0.2508922298721372,0.2508922298721372
2019-12-06,-0.25173528171982584,0.25173528171982584
2019-12-07,-0.2483630743290712,0.2483630743290712
2019-12-08,-0.24723900519881956,0.24723900519881956
2019-12-09,-0.24386679780806517,0.24386679780806517
2019-12-10,-0.24330476324293934,0.24330476324293934
2019-12-11,-0.24555290150344253,0.24555290150344253
2019-12-12,-0.2506112125895744,0.2506112125895744
2019-12-13,-0.25651257552339457,0.25651257552339457
2019-12-14,-0.2604468174792749,0.2604468174792749
2019-12-15,-0.2666291976956583,0.2666291976956583
2019-12-16,-0.27084445693410153,0.27084445693410153
2019-12-17,-0.2764648025853589,0.2764648025853589
2019-12-18,-0.28377125193199393,0.28377125193199393
2019-12-19,-0.2893915975832513,0.2893915975832513
2019-12-20,-0.2936068568216945,0.2936068568216945
2019-12-21,-0.29810313334270067,0.29810313334270067
2019-12-22,-0.3031614444288324,0.3031614444288324
2019-12-23,-0.3048475481242098,0.3048475481242098
2019-12-24,-0.3085007727975271,0.3085007727975271
2019-12-25,-0.3129970493185332,0.3129970493185332
2019-12-26,-0.31355908388365883,0.31355908388365883
2019-12-27,-0.31355908388365883,0.31355908388365883
2019-12-28,-0.3118729801882817,0.3118729801882817
2019-12-29,-0.3129970493185332,0.3129970493185332
2019-12-30,-0.3121539974708445,0.3121539974708445
2019-12-31,-0.3118729801882817,0.3118729801882817
2020-01-01,-0.3129970493185332,0.3129970493185332
2020-01-02,-0.3129970493185332,0.3129970493185332
2020-01-03,-0.3065336518195869,0.3065336518195869
2020-01-04,-0.299227202472952,0.299227202472952
2020-01-05,-0.29501194323450897,0.29501194323450897
2020-01-06,-0.29248278769144287,0.29248278769144287
2020-01-07,-0.2905156667135028,0.2905156667135028
2020-01-08,-0.28377125193199393,0.28377125193199393
2020-01-09,-0.28208514823661657,0.28208514823661657
2020-01-10,-0.28152311367149074,0.28152311367149074
2020-01-11,-0.27786988899817344,0.27786988899817344
2020-01-12,-0.2736546297597303,0.2736546297597303
2020-01-13,-0.26859631867359857,0.26859631867359857
2020-01-14,-0.26185190389208945,0.26185190389208945
2020-01-15,-0.2542644372628917,0.2542644372628917
2020-01-16,-0.24976816074188554,0.24976816074188554
2020-01-17,-0.2449908669383167,0.2449908669383167
2020-01-18,-0.24218069411268792,0.24218069411268792
2020-01-19,-0.2382464521568076,0.2382464521568076
2020-01-20,-0.2354362793311788,0.2354362793311788
2020-01-21,-0.23234508922298722,0.23234508922298722
2020-01-22,-0.2281298299845441,0.2281298299845441
2020-01-23,-0.2253196571589152,0.2253196571589152
2020-01-24,-0.2253196571589152,0.2253196571589152
2020-01-25,-0.2250386398763524,0.2250386398763524
2020-01-26,-0.2244766053112268,0.2244766053112268
2020-01-27,-0.2219474497681608,0.2219474497681608
2020-01-28,-0.21717015596459174,0.21717015596459174
2020-01-29,-0.2115498103133344,0.2115498103133344
2020-01-30,-0.20649149922720253,0.20649149922720253
2020-01-31,-0.20030911901081913,0.20030911901081913
2020-02-01,-0.18991147955599272,0.18991147955599272
2020-02-02,-0.18063790923141784,0.18063790923141784
2020-02-03,-0.17895180553604037,0.17895180553604037
2020-02-04,-0.17726570184066334,0.17726570184066334
