Day,Market_Mood
2019-01-06,-0.7198257692848111
2019-01-07,-0.7192637347196853
2019-01-08,-0.717858648306871
2019-01-09,-0.7158915273289308
2019-01-10,-0.7147674581986793
2019-01-11,-0.7195447520022482
2019-01-12,-0.7215118729801883
2019-01-13,-0.7260081495011943
2019-01-14,-0.731066460587326
2019-01-15,-0.7316284951524519
2019-01-16,-0.7321905297175776
2019-01-17,-0.7330335815652662
2019-01-18,-0.7327525642827033
2019-01-19,-0.7293803568919489
2019-01-20,-0.7231979766755655
2019-01-21,-0.7189827174371224
2019-01-22,-0.7164535618940565
2019-01-23,-0.7128003372207391
2019-01-24,-0.7091471125474216
2019-01-25,-0.7057749051566672
2019-01-26,-0.701559645918224
2019-01-27,-0.6973443866797808
2019-01-28,-0.6934101447239005
2019-01-29,-0.6934101447239005
2019-01-30,-0.694815231136715
2019-01-31,-0.696782352114655
2019-02-01,-0.696782352114655
2019-02-02,-0.6976254039623436
2019-02-03,-0.7004355767879724
2019-02-04,-0.7021216804833497
2019-02-05,-0.70605592243923
2019-02-06,-0.7116762680904876
2019-02-07,-0.715329492763805
2019-02-08,-0.7139244063509906
2019-02-09,-0.7102711816776732
2019-02-10,-0.7091471125474216
2019-02-11,-0.7063369397217929
2019-02-12,-0.7071799915694814
2019-02-13,-0.7054938878741043
2019-02-14,-0.703807784178727
2019-02-15,-0.7052128705915415
2019-02-16,-0.7074610088520443
2019-02-17,-0.7099901643951103
2019-02-18,-0.7068989742869187
2019-02-19,-0.703807784178727
2019-02-20,-0.7018406632007869
2019-02-21,-0.7009976113530982
2019-02-22,-0.6976254039623436
2019-02-23,-0.6877897990726429
2019-02-24,-0.6748630040747505
2019-02-25,-0.6683996065758044
2019-02-26,-0.6644653646199241
2019-02-27,-0.6613741745117325
2019-02-28,-0.6563158634256007
2019-03-01,-0.648728396796403
2019-03-02,-0.6411409301672053
2019-03-03,-0.6321483771251932
2019-03-04,-0.6262470141913727
2019-03-05,-0.6189405648447379
2019-03-06,-0.611915132780666
2019-03-07,-0.5992693550653365
2019-03-08,-0.5880286637628214
2019-03-09,-0.577631024307995
2019-03-10,-0.5675144021357313
2019-03-11,-0.5554306589855276
2019-03-12,-0.5439089504004497
2019-03-13,-0.5335113109456231
2019-03-14,-0.5214275677954194
2019-03-15,-0.5113109456231558
2019-03-16,-0.499789237038078
2019-03-17,-0.48658142475762256
2019-03-18,-0.4739356470422932
2019-03-19,-0.4621329211746522
2019-03-20,-0.4520162990023887
2019-03-21,-0.4388084867219334
2019-03-22,-0.42700576085429254
2019-03-23,-0.4168891386820289
2019-03-24,-0.407334551074891
2019-03-25,-0.39749894618519044
2019-03-26,-0.38906842770830397
2019-03-27,-0.38148096107910645
2019-03-28,-0.3741745117324715
2019-03-29,-0.36602501053814807
2019-03-30,-0.3575944920612618
2019-03-31,-0.35169312912744133
2019-04-01,-0.34213854152030365
2019-04-02,-0.33398904032598
2019-04-03,-0.3210622453280878
2019-04-04,-0.31319376141632715
2019-04-05,-0.30392019109175206
2019-04-06,-0.29380356891948844
2019-04-07,-0.28031473935647044
2019-04-08,-0.2687930307713924
2019-04-09,-0.25727132218631443
2019-04-10,-0.24715470001405093
2019-04-11,-0.23563299142897287
2019-04-12,-0.23226078403821837
2019-04-13,-0.22411128284389492
2019-04-14,-0.2232682309962063
2019-04-15,-0.21652381621469718
2019-04-16,-0.21118448784600252
2019-04-17,-0.20500210762961923
2019-04-18,-0.19797667556554732
2019-04-19,-0.19263734719685266
2019-04-20,-0.18561191513278075
2019-04-21,-0.17352817198257708
2019-04-22,-0.16256849796262485
2019-04-23,-0.14936068568216943
2019-04-24,-0.1355908388365885
2019-04-25,-0.12687930307713924
2019-04-26,-0.12210200927357029
2019-04-27,-0.11816776731768996
2019-04-28,-0.11507657720949838
2019-04-29,-0.11198538710130668
2019-04-30,-0.11001826612336651
2019-05-01,-0.10411690318954614
2019-05-02,-0.09765350569060005
2019-05-03,-0.0892229872137138
2019-05-04,-0.08107348601939013
2019-05-05,-0.07208093297737805
2019-05-06,-0.06758465645637213
2019-05-07,-0.05915413797948588
2019-05-08,-0.05128565406772523
2019-05-09,-0.037796824504707005
2019-05-10,-0.024026977659126203
2019-05-11,-0.007446957987916281
2019-05-12,0.00716594070535348
2019-05-13,0.022902908528874555
2019-05-14,0.039482928200084366
2019-05-15,0.05353379232822819
2019-05-16,0.06870872558662366
2019-05-17,0.08304060699733018
2019-05-18,0.09681045384291131
2019-05-19,0.1060840241674863
2019-05-20,0.11479555992693546
2019-05-21,0.12266404383869611
2019-05-22,0.1291274413376422
2019-05-23,0.13671490796683994
2019-05-24,0.14121118448784586
2019-05-25,0.14711254742166635
2019-05-26,0.15385696220317557
2019-05-27,0.1614444288323731
2019-05-28,0.17071799915694807
2019-05-29,0.17296613741745115
2019-05-30,0.17521427567795422
2019-05-31,0.17577631024308005
2019-06-01,0.17661936209076856
2019-06-02,0.17718139665589439
2019-06-03,0.1780244485035829
2019-06-04,0.17043698187438516
2019-06-05,0.1648166362231278
2019-06-06,0.16313053252775034
2019-06-07,0.15975832513699606
2019-06-08,0.16622172263594215
2019-06-09,0.17184206828719972
2019-06-10,0.17324715470001406
2019-06-11,0.1780244485035829
2019-06-12,0.1847688632850919
2019-06-13,0.19263734719685255
2019-06-14,0.19966277926092446
2019-06-15,0.20500210762961935
2019-06-16,0.21230855697625395
2019-06-17,0.2204580581705775
2019-06-18,0.22832654208233816
2019-06-19,0.23563299142897276
2019-06-20,0.24265842349304467
2019-06-21,0.25108894196993115
2019-06-22,0.25895742588169157
2019-06-23,0.26710692707601513
2019-06-24,0.27441337642264996
2019-06-25,0.2825628776169735
2019-06-26,0.29352255163692575
2019-06-27,0.30363917380918926
2019-06-28,0.3056062947871294
2019-06-29,0.3089785021778839
2019-06-30,0.3151608823942671
2019-07-01,0.31937614163271055
2019-07-02,0.324715470001405
2019-07-03,0.33398904032598
2019-07-04,0.34326261065055497
2019-07-05,0.3497260081495013
2019-07-06,0.3561894056484476
2019-07-07,0.3609666994520164
2019-07-08,0.36574399325558504
2019-07-09,0.3736124771673457
2019-07-10,0.3795138401011662
2019-07-11,0.380075874666292
2019-07-12,0.3693972179289027
2019-07-13,0.3705212870591541
2019-07-14,0.3710833216242799
2019-07-15,0.3573134747786988
2019-07-16,0.3474778698889982
2019-07-17,0.3345510748911058
2019-07-18,0.3278066601095968
2019-07-19,0.322186314458339
2019-07-20,0.31347477869889007
2019-07-21,0.31347477869889007
2019-07-22,0.30785443304763227
2019-07-23,0.3047632429394407
2019-07-24,0.29352255163692575
2019-07-25,0.2912744133764227
2019-07-26,0.28087677392159605
2019-07-27,0.2760994801180272
2019-07-28,0.2634537024026977
2019-07-29,0.25136995925249406
2019-07-30,0.2401292679499789
2019-07-31,0.23169874947309244
2019-08-01,0.22860755936490085
2019-08-02,0.22748349023464942
2019-08-03,0.22832654208233816
2019-08-04,0.23422790501615842
2019-08-05,0.24041028523254182
2019-08-06,0.24771673457917665
2019-08-07,0.24855978642686516
2019-08-08,0.2538991147955598
2019-08-09,0.2564282703386258
2019-08-10,0.25895742588169157
2019-08-11,0.2538991147955598
2019-08-12,0.24884080370942807
2019-08-13,0.24265842349304467
2019-08-14,0.22973162849515227
2019-08-15,0.21399466067163142
2019-08-16,0.20500210762961935
2019-08-17,0.1912322607840382
2019-08-18,0.17521427567795422
2019-08-19,0.16228748068006182
2019-08-20,0.1521708585077981
2019-08-21,0.13334270057608544
2019-08-22,0.1128284389489953
2019-08-23,0.10046367851622873
2019-08-24,0.090347056343965
2019-08-25,0.08135450330195293
2019-08-26,0.0740480539553181
2019-08-27,0.06280736265280318
2019-08-28,0.05128565406772512
2019-08-29,0.037796824504707116
2019-08-30,0.025151046789377407
2019-08-31,0.012505269074048142
2019-09-01,0.0012645777715329931
2019-09-02,-0.010257130813545068
2019-09-03,-0.017563580160179892
2019-09-04,-0.02515104678937763
2019-09-05,-0.03358156526626388
2019-09-06,-0.04145004917802453
2019-09-07,-0.051004636785162205
2019-09-08,-0.05606294787129407
2019-09-09,-0.06196431080511444
2019-09-10,-0.06814669102149795
2019-09-11,-0.07601517493325838
2019-09-12,-0.076858226780947
2019-09-13,-0.07376703667275541
2019-09-14,-0.07236195025994108
2019-09-15,-0.06927076015174938
2019-09-16,-0.07601517493325838
2019-09-17,-0.08191653786707875
2019-09-18,-0.08416467612758183
2019-09-19,-0.09259519460446819
2019-09-20,-0.09793452297316285
2019-09-21,-0.10524097231979757
2019-09-22,-0.11367149079668404
2019-09-23,-0.12322607840382183
2019-09-24,-0.1347477869888999
2019-09-25,-0.15413797948573837
2019-09-26,-0.17409020654770269
2019-09-27,-0.19038920893634959
2019-09-28,-0.2041590557819306
2019-09-29,-0.21849093719263735
2019-09-30,-0.23422790501615853
2019-10-01,-0.24715470001405093
2019-10-02,-0.25867640859912877
2019-10-03,-0.2727272727272727
2019-10-04,-0.2909933960938599
2019-10-05,-0.3081354503301954
2019-10-06,-0.31656596880708165
2019-10-07,-0.32977378108753685
2019-10-08,-0.3407334551074891
2019-10-09,-0.34860193901924974
2019-10-10,-0.354784319235633
2019-10-11,-0.36602501053814807
2019-10-12,-0.3767036672755375
2019-10-13,-0.38485316846986084
2019-10-14,-0.39468877335956165
2019-10-15,-0.4025572572713223
2019-10-16,-0.41211184487846
2019-10-17,-0.4244766053112268
2019-10-18,-0.43656034846143044
2019-10-19,-0.4424617113952507
2019-10-20,-0.4413376422649993
2019-10-21,-0.4492061261767598
2019-10-22,-0.4553885063931431
2019-10-23,-0.4506112125895744
2019-10-24,-0.4545454545454547
2019-10-25,-0.45314036813264014
2019-10-26,-0.4494871434593226
2019-10-27,-0.44723900519881965
2019-10-28,-0.4421806941126879
2019-10-29,-0.4388084867219334
2019-10-30,-0.4357172966137418
2019-10-31,-0.432907123788113
2019-11-01,-0.4247576225937896
2019-11-02,-0.4222284670507236
2019-11-03,-0.4132359140087115
2019-11-04,-0.4126738794435858
2019-11-05,-0.40199522270619636
2019-11-06,-0.3924406350990587
2019-11-07,-0.3834480820570466
2019-11-08,-0.3803568919488549
2019-11-09,-0.3856962203175496
2019-11-10,-0.39187860053393286
2019-11-11,-0.39777996346775324
2019-11-12,-0.40424336096669944
2019-11-13,-0.4115498103133344
2019-11-14,-0.4185752423774063
2019-11-15,-0.42054236335534645
2019-11-16,-0.4261627090066039
2019-11-17,-0.4323450892229872
2019-11-18,-0.4382464521568076
2019-11-19,-0.4418996768301251
2019-11-20,-0.446395953351131
2019-11-21,-0.4506112125895744
2019-11-22,-0.4480820570465084
2019-11-23,-0.4452718842208795
2019-11-24,-0.4480820570465084
2019-11-25,-0.448925108894197
2019-11-26,-0.44695798791625685
2019-11-27,-0.44976816074188564
2019-11-28,-0.4517352817198258
2019-11-29,-0.4461149360685682
2019-11-30,-0.43684136574399335
2019-12-01,-0.4390895040044963
2019-12-02,-0.4421806941126879
2019-12-03,-0.44358578052550246
2019-12-04,-0.4483630743290712
2019-12-05,-0.4508922298721372
2019-12-06,-0.4517352817198258
2019-12-07,-0.4483630743290712
2019-12-08,-0.44723900519881965
2019-12-09,-0.44386679780806526
2019-12-10,-0.44330476324293944
2019-12-11,-0.4455529015034425
2019-12-12,-0.4506112125895744
2019-12-13,-0.45651257552339464
2019-12-14,-0.46044681747927496
2019-12-15,-0.46662919769565836
2019-12-16,-0.4708444569341015
2019-12-17,-0.47646480258535895
2019-12-18,-0.4837712519319939
2019-12-19,-0.48939159758325135
2019-12-20,-0.4936068568216945
2019-12-21,-0.4981031333427006
2019-12-22,-0.5031614444288324
2019-12-23,-0.5048475481242097
2019-12-24,-0.508500772797527
2019-12-25,-0.5129970493185332
2019-12-26,-0.5135590838836588
2019-12-27,-0.5135590838836588
2019-12-28,-0.5118729801882816
2019-12-29,-0.5129970493185332
2019-12-30,-0.5121539974708444
2019-12-31,-0.5118729801882816
2020-01-01,-0.5129970493185332
2020-01-02,-0.5129970493185332
2020-01-03,-0.5065336518195869
2020-01-04,-0.49922720247295205
2020-01-05,-0.4950119432345089
2020-01-06,-0.49248278769144294
2020-01-07,-0.4905156667135028
2020-01-08,-0.4837712519319939
2020-01-09,-0.4820851482366165
2020-01-10,-0.4815231136714907
2020-01-11,-0.4778698889981734
2020-01-12,-0.4736546297597303
2020-01-13,-0.4685963186735985
2020-01-14,-0.4618519038920894
2020-01-15,-0.4542644372628917
2020-01-16,-0.44976816074188564
2020-01-17,-0.4449908669383167
2020-01-18,-0.4421806941126879
2020-01-19,-0.4382464521568076
2020-01-20,-0.4354362793311788
2020-01-21,-0.4323450892229872
2020-01-22,-0.4281298299845441
2020-01-23,-0.4253196571589152
2020-01-24,-0.4253196571589152
2020-01-25,-0.4250386398763524
2020-01-26,-0.4244766053112268
2020-01-27,-0.4219474497681608
2020-01-28,-0.4171701559645917
2020-01-29,-0.4115498103133344
2020-01-30,-0.4064914992272025
2020-01-31,-0.4003091190108191
2020-02-01,-0.3899114795559927
2020-02-02,-0.3806379092314178
2020-02-03,-0.37895180553604046
2020-02-04,-0.3772657018406633
2020-02-05,-0.3769846845581003
2020-02-06,-0.37501756358016014
2020-02-07,-0.3741745117324715
2020-02-08,-0.3724884080370944
2020-02-09,-0.3705212870591542
2020-02-10,-0.36883518336377685
2020-02-11,-0.3699592524940284
2020-02-12,-0.3665870451032739
2020-02-13,-0.3634958549950823
2020-02-14,-0.3606856821694534
2020-02-15,-0.3578755093438246
2020-02-16,-0.35309821554025567
2020-02-17,-0.35000702543206397
2020-02-18,-0.34607278347618375
2020-02-19,-0.3432626106505551
2020-02-20,-0.34185752423774063
2020-02-21,-0.3401714205423635
2020-02-22,-0.33960938597723767
2020-02-23,-0.3373612477167346
2020-02-24,-0.33595616130392014
2020-02-25,-0.334270057608543
2020-02-26,-0.3334270057608544
2020-02-27,-0.3314598847829142
2020-02-28,-0.32921174652241125
2020-02-29,-0.32696360826190807
2020-03-01,-0.3216242798932134
2020-03-02,-0.3174090206547703
2020-03-03,-0.31263172685120133
2020-03-04,-0.30616832935225524
2020-03-05,-0.30054798370099767
2020-03-06,-0.295208655332303
2020-03-07,-0.29352255163692564
2020-03-08,-0.29296051707180004
2020-03-09,-0.2988618800056203
2020-03-10,-0.3013910355486863
2020-03-11,-0.3044822256568779
2020-03-12,-0.3084164676127582
2020-03-13,-0.31235070956863853
2020-03-14,-0.31600393424195583
2020-03-15,-0.3207812280455248
2020-03-16,-0.3272446255444711
2020-03-17,-0.33286497119572844
2020-03-18,-0.33876633412954893
2020-03-19,-0.34270057608542925
2020-03-20,-0.34579176619362084
2020-03-21,-0.34972600814950117
2020-03-22,-0.35281719825769287
2020-03-23,-0.3575944920612618
2020-03-24,-0.3601236476043276
2020-03-25,-0.3632148377125194
2020-03-26,-0.36574399325558526
2020-03-27,-0.3665870451032739
2020-03-28,-0.3702402697765914
2020-03-29,-0.373331459884783
2020-03-30,-0.3769846845581003
2020-03-31,-0.37923282281860327
2020-04-01,-0.38513418575242375
2020-04-02,-0.38822537586061534
2020-04-03,-0.3904735141211185
2020-04-04,-0.39806098075031615
2020-04-05,-0.4053674300969511
2020-04-06,-0.412392862161023
2020-04-07,-0.4171701559645917
2020-04-08,-0.4225094843332866
2020-04-09,-0.42700576085429254
2020-04-10,-0.4331881410706758
2020-04-11,-0.43993255585218494
2020-04-12,-0.4478010397639456
2020-04-13,-0.4553885063931431
2020-04-14,-0.4621329211746522
2020-04-15,-0.4685963186735985
2020-04-16,-0.47618378530279615
2020-04-17,-0.48630040747505965
2020-04-18,-0.4936068568216945
2020-04-19,-0.5006322888857664
2020-04-20,-0.5104678937754672
2020-04-21,-0.5183363776872277
2020-04-22,-0.526766896164114
2020-04-23,-0.5371645356189406
2020-04-24,-0.5467191232260784
2020-04-25,-0.5554306589855276
2020-04-26,-0.5647042293101026
2020-04-27,-0.5711676268090486
2020-04-28,-0.5787550934382465
2020-04-29,-0.5849374736546298
2020-04-30,-0.5863425600674441
2020-05-01,-0.5897147674581986
2020-05-02,-0.5922439230012646
2020-05-03,-0.5908388365884503
2020-05-04,-0.5899957847407615
2020-05-05,-0.5905578193058874
2020-05-06,-0.5928059575663904
2020-05-07,-0.5942110439792048
2020-05-08,-0.5947730785443304
2020-05-09,-0.5950540958268933
2020-05-10,-0.5970212168048334
2020-05-11,-0.6017985106084024
2020-05-12,-0.6068568216945343
2020-05-13,-0.611915132780666
2020-05-14,-0.6164114093016722
2020-05-15,-0.6189405648447379
2020-05-16,-0.6245609104959955
2020-05-17,-0.6290571870170016
2020-05-18,-0.6307432907123788
2020-05-19,-0.6324293944077561
2020-05-20,-0.6338344808205705
2020-05-21,-0.6346775326682591
2020-05-22,-0.6400168610369539
2020-05-23,-0.6470422931010258
2020-05-24,-0.6526626387522834
2020-05-25,-0.6591260362512295
2020-05-26,-0.664746381902487
2020-05-27,-0.6675565547281158
2020-05-28,-0.6709287621188703
2020-05-29,-0.671490796683996
2020-05-30,-0.6703667275537446
2020-05-31,-0.6683996065758044
2020-06-01,-0.6664324855978643
2020-06-02,-0.6636223127722356
2020-06-03,-0.6630602782071098
2020-06-04,-0.660250105381481
2020-06-05,-0.6568778979907264
2020-06-06,-0.6526626387522834
2020-06-07,-0.648728396796403
2020-06-08,-0.6445131375579598
2020-06-09,-0.6408599128846424
2020-06-10,-0.6363636363636364
2020-06-11,-0.6324293944077561
2020-06-12,-0.6329914289728819
2020-06-13,-0.6338344808205705
2020-06-14,-0.6335534635380076
2020-06-15,-0.6338344808205705
2020-06-16,-0.6321483771251932
2020-06-17,-0.6262470141913727
2020-06-18,-0.6195025994098637
2020-06-19,-0.6133202191934803
2020-06-20,-0.6065758044119713
2020-06-21,-0.5989883377827736
2020-06-22,-0.5905578193058874
2020-06-23,-0.5824083181115639
2020-06-24,-0.570886609526486
2020-06-25,-0.5610510046367853
2020-06-26,-0.5529015034424618
2020-06-27,-0.5441899676830125
2020-06-28,-0.5354784319235633
2020-06-29,-0.5264858788815512
2020-06-30,-0.5172123085569762
2020-07-01,-0.5082197555149641
2020-07-02,-0.499789237038078
2020-07-03,-0.49192075312631733
2020-07-04,-0.4846143037796824
2020-07-05,-0.4773078544330476
2020-07-06,-0.4683153013910355
2020-07-07,-0.45960376563158645
2020-07-08,-0.45004917802444855
2020-07-09,-0.44105662498243636
2020-07-10,-0.432907123788113
2020-07-11,-0.4244766053112268
2020-07-12,-0.4168891386820289
2020-07-13,-0.40817760292257965
2020-07-14,-0.3994660671631306
2020-07-15,-0.3904735141211185
2020-07-16,-0.3840101166221722
2020-07-17,-0.37838977097091475
2020-07-18,-0.37220739075453135
2020-07-19,-0.36490094140789653
2020-07-20,-0.3567514402135731
2020-07-21,-0.3471968526064354
2020-07-22,-0.33623717858648317
2020-07-23,-0.3249964872839679
2020-07-24,-0.3151608823942673
2020-07-25,-0.30335815652662645
2020-07-26,-0.2921174652241114
2020-07-27,-0.28087677392159605
2020-07-28,-0.26401573696782366
2020-07-29,-0.24827876914430236
2020-07-30,-0.23169874947309255
2020-07-31,-0.21596178164957147
2020-08-01,-0.20022481382605029
2020-08-02,-0.18336377687227756
2020-08-03,-0.16903189546157094
2020-08-04,-0.1547000140508642
2020-08-05,-0.141492201770409
2020-08-06,-0.12659828579457644
2020-08-07,-0.11226640438386948
2020-08-08,-0.1029928340592946
2020-08-09,-0.09203316003934237
2020-08-10,-0.08135450330195315
2020-08-11,-0.07039482928200091
2020-08-12,-0.06168329352255164
2020-08-13,-0.05184768863285094
2020-08-14,-0.04173106646058733
2020-08-15,-0.03330054798370108
2020-08-16,-0.02571308135450323
2020-08-17,-0.018125614725305716
2020-08-18,-0.008571027118167707
2020-08-19,0.002669664184347331
2020-08-20,0.012786286356610832
2020-08-21,0.02402697765912598
2020-08-22,0.034705634396515306
2020-08-23,0.04369818743852738
2020-08-24,0.05409582689335379
2020-08-25,0.0639314317830546
2020-08-26,0.07123788112968943
2020-08-27,0.07826331319376134
2020-08-28,0.08444569341014474
2020-08-29,0.09287621188703099
2020-08-30,0.10214978221160598
2020-08-31,0.11198538710130679
2020-09-01,0.12097794014331886
2020-09-02,0.1327806660109596
2020-09-03,0.14402135731347476
2020-09-04,0.14430237459603767
2020-09-05,0.14430237459603767
2020-09-06,0.1423352536180975
2020-09-07,0.14036813264015735
2020-09-08,0.13755795981452845
2020-09-09,0.13418575242377395
2020-09-10,0.1291274413376422
2020-09-11,0.12716032035970204
2020-09-12,0.12350709568638463
2020-09-13,0.11929183644794139
2020-09-14,0.11507657720949838
2020-09-15,0.11310945623155821
2020-09-16,0.11029928340592932
2020-09-17,0.10917521427567789
2020-09-18,0.10777012786286355
2020-09-19,0.10664605873261213
2020-09-20,0.11058030068849245
2020-09-21,0.11339047351412113
2020-09-22,0.11310945623155821
2020-09-23,0.11479555992693546
2020-09-24,0.11479555992693546
2020-09-25,0.11704369818743854
2020-09-26,0.11844878460025288
2020-09-27,0.12069692286075595
2020-09-28,0.12210200927357029
2020-09-29,0.12435014753407336
2020-09-30,0.12744133764226495
2020-10-01,0.12856540677251638
2020-10-02,0.1260362512294506
2020-10-03,0.12519319938176188
2020-10-04,0.1257552339468877
2020-10-05,0.1254742166643248
2020-10-06,0.12744133764226495
2020-10-07,0.12800337220739078
2020-10-08,0.12856540677251638
2020-10-09,0.13025151046789363
2020-10-10,0.13334270057608544
2020-10-11,0.13727694253196576
2020-10-12,0.14064914992272026
2020-10-13,0.145707461008852
2020-10-14,0.14936068568216943
2020-10-15,0.15301391035548684
2020-10-16,0.1552620486159899
2020-10-17,0.1586342560067442
2020-10-18,0.16256849796262451
2020-10-19,0.16565968807081632
2020-10-20,0.16987494730925956
2020-10-21,0.1749332583953913
2020-10-22,0.18336377687227756
2020-10-23,0.1917942953491638
2020-10-24,0.20022481382605029
2020-10-25,0.2100604187157511
2020-10-26,0.21877195447520004
2020-10-27,0.22439230012645783
2020-10-28,0.23169874947309244
2020-10-29,0.23816214697203875
2020-10-30,0.24490656175354775
2020-10-31,0.2499648728396795
2020-11-01,0.2553042012083744
2020-11-02,0.2598004777293803
2020-11-03,0.26429675425038646
2020-11-04,0.2687930307713924
2020-11-05,0.26766896164114096
2020-11-06,0.2730082900098354
2020-11-07,0.2763804974005901
